"LYON ST EXUPERY, FR (FR069029001)"
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
1994-07-01,83,94,66,0.00,,
1994-07-02,83,93,68,0.00,,
1994-07-03,,94,70,0.00,,
1994-07-04,81,93,70,0.00,,
1994-07-05,78,84,68,0.00,,
1994-07-06,73,80,61,0.00,,
1994-07-07,68,73,63,0.00,,
1994-07-08,69,75,54,0.02,,
1994-07-09,69,74,59,0.00,,
1994-07-10,,81,54,0.00,,
1994-07-11,79,88,62,0.00,,
1994-07-12,83,92,69,0.00,,
1994-07-13,84,91,69,0.00,,
1994-07-14,,88,68,1.15,,
1994-07-15,78,85,65,0.00,,
1994-07-16,80,88,64,0.00,,
1994-07-17,,92,71,0.00,,
1994-07-18,75,80,69,0.43,,
1994-07-19,69,73,61,1.05,,
1994-07-20,70,78,61,0.11,,
1994-07-21,75,81,60,0.00,,
1994-07-22,79,85,64,0.00,,
1994-07-23,79,89,68,0.00,,
1994-07-24,,90,65,0.00,,
1994-07-25,79,89,69,0.45,,
1994-07-26,79,86,65,0.00,,
1994-07-27,82,92,68,0.00,,
1994-07-28,82,89,71,0.22,,
1994-07-29,79,86,67,0.01,,
1994-07-30,79,89,67,0.00,,
1994-07-31,,87,69,0.11,,
1994-08-01,71,76,64,0.00,,
1994-08-02,77,86,61,0.00,,
1994-08-03,83,93,65,0.00,,
1994-08-04,85,94,67,0.00,,
1994-08-05,85,94,69,0.00,,
1994-08-06,84,92,69,0.00,,
1994-08-07,,89,69,0.01,,
1994-08-08,84,91,74,0.00,,
1994-08-09,83,94,69,0.00,,
1994-08-10,71,75,64,0.46,,
1994-08-11,72,79,61,0.00,,
1994-08-12,72,78,64,0.00,,
1994-08-13,68,76,58,0.06,,
1994-08-14,,75,59,0.00,,
1994-08-15,,77,52,0.00,,
1994-08-16,75,89,56,0.00,,
1994-08-17,74,79,66,0.01,,
1994-08-18,67,73,60,0.00,,
1994-08-19,74,87,57,0.00,,
1994-08-20,78,89,61,0.00,,
1994-08-21,,93,65,0.00,,
1994-08-22,84,94,68,0.00,,
1994-08-23,78,86,66,0.18,,
1994-08-24,70,74,65,0.00,,
1994-08-25,66,72,59,0.02,,
1994-08-26,70,76,62,0.01,,
1994-08-27,74,81,60,0.00,,
1994-08-28,,81,62,0.00,,
1994-08-29,72,78,61,0.00,,
1994-08-30,70,79,55,0.01,,
1994-08-31,74,81,65,0.13,,
1994-09-01,70,76,63,0.01,,
1994-09-02,64,67,58,0.04,,
1994-09-03,63,71,51,0.00,,
1994-09-04,,74,49,0.00,,
1994-09-05,69,79,52,0.00,,
1994-09-06,74,87,57,0.00,,
1994-09-07,73,81,,0.87,,
1994-09-08,60,,57,0.81,,
1994-09-09,63,71,51,0.00,,
1994-09-10,68,75,60,0.00,,
1994-09-11,,71,60,0.00,,
1994-09-12,66,72,62,1.99,,
1994-09-13,65,73,59,0.88,,
1994-09-14,60,67,55,0.34,,
1994-09-15,59,62,53,0.15,,
1994-09-16,50,52,49,1.10,,
1994-09-17,53,55,49,0.00,,
1994-09-18,,53,45,0.02,,
1994-09-19,54,59,43,0.00,,
1994-09-20,54,58,50,0.50,,
1994-09-21,56,57,53,0.10,,
1994-09-22,61,70,55,0.09,,
1994-09-23,62,67,58,0.08,,
1994-09-24,68,74,59,0.00,,
1994-09-25,,74,55,0.00,,
1994-09-26,61,65,57,1.05,,
1994-09-27,62,69,53,0.00,,
1994-09-28,62,65,56,0.00,,
1994-09-29,58,60,54,0.13,,
1994-09-30,63,68,56,0.02,,
1994-10-01,66,70,60,0.02,,
1994-10-02,,73,59,0.10,,
1994-10-03,62,66,59,0.16,,
1994-10-04,57,60,52,0.00,,
1994-10-05,50,56,40,0.00,,
1994-10-06,49,57,37,0.00,,
1994-10-07,48,55,39,0.00,,
1994-10-08,48,58,35,0.00,,
1994-10-09,,66,38,0.00,,
1994-10-10,60,67,49,0.00,,
1994-10-11,64,69,57,0.00,,
1994-10-12,63,68,55,0.00,,
1994-10-13,63,71,54,0.00,,
1994-10-14,64,76,51,0.00,,
1994-10-15,63,74,49,0.00,,
1994-10-16,,71,45,0.00,,
1994-10-17,55,56,49,0.00,,
1994-10-18,56,69,49,0.00,,
1994-10-19,57,66,49,0.06,,
1994-10-20,55,57,51,0.94,,
1994-10-21,56,58,53,0.04,,
1994-10-22,59,67,47,0.43,,
1994-10-23,,64,55,0.05,,
1994-10-24,58,63,52,0.01,,
1994-10-25,57,63,52,0.03,,
1994-10-26,55,60,50,0.00,,
1994-10-27,49,58,39,0.51,,
1994-10-28,49,52,47,0.46,,
1994-10-29,50,58,43,0.00,,
1994-10-30,,67,50,0.01,,
1994-10-31,60,71,47,0.00,,
1994-11-01,,58,53,0.00,,
1994-11-02,55,65,45,0.01,,
1994-11-03,62,69,53,0.00,,
1994-11-04,60,67,55,0.06,,
1994-11-05,57,60,52,1.90,,
1994-11-06,,53,49,0.00,,
1994-11-07,49,57,40,0.06,,
1994-11-08,56,63,49,0.00,,
1994-11-09,56,61,50,0.51,,
1994-11-10,53,59,46,0.48,,
1994-11-11,,54,48,0.02,,
1994-11-12,49,53,44,0.02,,
1994-11-13,,55,48,0.02,,
1994-11-14,50,58,41,0.00,,
1994-11-15,51,59,43,0.02,,
1994-11-16,53,56,48,0.00,,
1994-11-17,49,54,43,0.02,,
1994-11-18,44,49,38,0.46,,
1994-11-19,52,55,45,0.16,,
1994-11-20,,53,48,0.00,,
1994-11-21,49,49,46,0.01,,
1994-11-22,52,53,48,0.00,,
1994-11-23,51,62,42,0.00,,
1994-11-24,45,48,38,0.01,,
1994-11-25,48,50,43,0.00,,
1994-11-26,46,46,40,0.00,,
1994-11-27,,46,40,0.00,,
1994-11-28,45,45,42,0.00,,
1994-11-29,44,50,37,0.00,,
1994-11-30,41,49,31,0.00,,
1994-12-01,39,44,33,0.00,,
1994-12-02,51,57,42,0.00,,
1994-12-03,52,59,41,0.00,,
1994-12-04,,58,54,0.02,,
1994-12-05,56,58,52,0.20,,
1994-12-06,49,52,44,0.00,,
1994-12-07,45,55,34,0.09,,
1994-12-08,43,50,37,0.02,,
1994-12-09,49,53,47,0.28,,
1994-12-10,50,54,46,0.00,,
1994-12-11,,56,39,0.00,,
1994-12-12,50,51,47,0.00,,
1994-12-13,45,45,43,0.00,,
1994-12-14,44,46,36,0.01,,
1994-12-15,37,40,33,0.00,,
1994-12-16,32,33,26,0.00,,
1994-12-17,36,37,29,0.01,,
1994-12-18,,53,30,0.09,,
1994-12-19,44,45,40,0.09,,
1994-12-20,40,43,34,0.10,,
1994-12-21,37,39,32,0.00,,
1994-12-22,34,35,31,0.00,,
1994-12-23,36,40,29,0.00,,
1994-12-24,34,34,32,0.00,,
1994-12-25,,32,31,0.00,,
1994-12-26,35,38,29,0.06,,
1994-12-27,42,48,33,0.25,,
1994-12-28,48,51,45,0.06,,
1994-12-29,45,56,37,0.07,,
1994-12-30,51,53,49,0.22,,
1994-12-31,46,49,41,0.04,,
1995-01-01,,42,35,0.05,,
1995-01-02,32,34,30,0.02,,
1995-01-03,35,37,31,0.00,,
1995-01-04,29,31,24,0.00,,
1995-01-05,23,29,17,0.00,,
1995-01-06,29,32,20,0.28,,
1995-01-07,32,35,26,0.00,,
1995-01-08,,33,27,0.11,,
1995-01-09,33,35,26,0.04,,
1995-01-10,39,44,32,0.44,,
1995-01-11,45,47,38,0.11,,
1995-01-12,36,37,32,0.03,,
1995-01-13,33,36,30,0.00,,
1995-01-14,32,38,22,0.00,,
1995-01-15,,38,26,0.00,,
1995-01-16,37,48,26,0.00,,
1995-01-17,45,49,41,0.00,,
1995-01-18,47,51,41,0.76,,
1995-01-19,40,49,31,0.00,,
1995-01-20,48,50,41,0.35,,
1995-01-21,45,51,38,0.06,,
1995-01-22,,53,45,0.04,,
1995-01-23,51,54,46,0.37,,
1995-01-24,45,49,40,0.13,,
1995-01-25,54,60,42,0.00,,
1995-01-26,50,55,40,0.21,,
1995-01-27,42,47,38,0.05,,
1995-01-28,49,53,41,0.02,,
1995-01-29,,52,45,0.39,,
1995-01-30,49,55,45,0.19,,
1995-01-31,39,47,31,0.00,,
1995-02-01,45,58,31,0.06,,
1995-02-02,47,46,45,0.22,,
1995-02-03,43,46,39,0.00,,
1995-02-04,44,49,33,0.03,,
1995-02-05,,49,42,0.02,,
1995-02-06,48,51,42,0.01,,
1995-02-07,46,59,37,0.00,,
1995-02-08,51,59,43,0.26,,
1995-02-09,48,50,44,0.09,,
1995-02-10,44,54,34,0.53,,
1995-02-11,50,56,42,0.19,,
1995-02-12,,59,47,0.00,,
1995-02-13,54,56,49,0.35,,
1995-02-14,48,54,41,0.02,,
1995-02-15,50,55,39,0.25,,
1995-02-16,51,55,44,0.01,,
1995-02-17,51,54,44,0.85,,
1995-02-18,42,46,38,0.12,,
1995-02-19,,53,33,0.00,,
1995-02-20,54,65,39,0.00,,
1995-02-21,53,56,48,0.19,,
1995-02-22,43,47,36,0.00,,
1995-02-23,43,49,35,0.08,,
1995-02-24,48,53,39,0.52,,
1995-02-25,52,58,45,0.88,,
1995-02-26,,45,40,0.04,,
1995-02-27,40,43,36,0.00,,
1995-02-28,41,51,28,0.00,,
1995-03-01,46,60,32,0.00,,
1995-03-02,46,54,35,0.00,,
1995-03-03,42,48,37,0.39,,
1995-03-04,40,44,33,0.00,,
1995-03-05,,43,28,0.25,,
1995-03-06,42,46,36,0.14,,
1995-03-07,41,49,31,0.00,,
1995-03-08,45,51,38,0.09,,
1995-03-09,45,53,35,0.00,,
1995-03-10,51,59,36,0.00,,
1995-03-11,56,62,42,0.00,,
1995-03-12,,62,38,0.00,,
1995-03-13,49,57,38,0.00,,
1995-03-14,46,52,34,0.00,,
1995-03-15,43,45,37,0.06,,
1995-03-16,44,50,36,0.00,,
1995-03-17,48,55,40,0.02,,
1995-03-18,54,60,49,0.20,,
1995-03-19,,59,,0.29,,
1995-03-20,43,,36,0.00,,
1995-03-21,42,47,33,0.00,,
1995-03-22,43,53,31,0.00,,
1995-03-23,47,59,32,0.00,,
1995-03-24,54,67,36,0.00,,
1995-03-25,51,56,42,0.00,,
1995-03-26,,58,45,0.02,,
1995-03-27,49,52,39,0.29,,
1995-03-28,38,42,31,0.10,,
1995-03-29,42,45,33,0.17,,
1995-03-30,40,45,33,0.00,,
1995-03-31,41,47,27,0.00,,
1995-04-01,47,50,40,0.00,,
1995-04-02,,65,47,0.00,,
1995-04-03,,73,39,0.00,,
1995-04-04,62,73,48,0.00,,
1995-04-05,63,74,47,0.00,,
1995-04-06,58,64,51,0.00,,
1995-04-07,57,61,46,0.00,,
1995-04-08,55,58,46,0.00,,
1995-04-09,,56,37,0.00,,
1995-04-10,50,59,36,0.00,,
1995-04-11,53,63,37,0.00,,
1995-04-12,57,65,41,0.00,,
1995-04-13,54,60,45,0.00,,
1995-04-14,51,57,39,0.00,,
1995-04-15,53,58,38,0.09,,
1995-04-16,,53,44,0.01,,
1995-04-17,,57,39,0.00,,
1995-04-18,60,70,47,0.00,,
1995-04-19,52,60,42,0.35,,
1995-04-20,49,55,35,0.14,,
1995-04-21,49,55,43,1.52,,
1995-04-22,51,58,44,0.51,,
1995-04-23,,50,47,1.16,,
1995-04-24,50,53,46,0.05,,
1995-04-25,48,48,46,0.26,,
1995-04-26,49,50,45,0.31,,
1995-04-27,55,57,48,0.02,,
1995-04-28,57,65,45,0.00,,
1995-04-29,59,65,47,0.20,,
1995-04-30,,62,50,0.00,,
1995-05-01,,64,44,0.00,,
1995-05-02,63,73,48,0.00,,
1995-05-03,69,79,54,0.00,,
1995-05-04,69,80,53,0.00,,
1995-05-05,71,80,53,0.00,,
1995-05-06,71,82,56,0.00,,
1995-05-07,,77,56,0.00,,
1995-05-08,,80,54,0.02,,
1995-05-09,67,71,58,0.00,,
1995-05-10,61,66,49,0.00,,
1995-05-11,60,66,47,0.01,,
1995-05-12,59,64,,0.41,,
1995-05-13,42,,40,1.02,,
1995-05-14,,54,40,0.00,,
1995-05-15,53,63,36,0.51,,
1995-05-16,55,59,49,0.30,,
1995-05-17,60,66,52,0.11,,
1995-05-18,58,65,53,0.49,,
1995-05-19,52,58,39,0.00,,
1995-05-20,57,62,42,0.00,,
1995-05-21,,66,44,0.00,,
1995-05-22,62,74,45,0.00,,
1995-05-23,67,73,55,0.00,,
1995-05-24,68,74,52,0.00,,
1995-05-25,,77,54,0.87,,
1995-05-26,58,59,56,0.32,,
1995-05-27,66,75,52,0.00,,
1995-05-28,,83,56,0.01,,
1995-05-29,62,66,58,0.12,,
1995-05-30,60,65,53,0.15,,
1995-05-31,55,55,52,0.69,,
1995-06-01,60,64,54,0.00,,
1995-06-02,63,67,50,0.00,,
1995-06-03,65,71,49,0.10,,
1995-06-04,,69,55,0.01,,
1995-06-05,,66,55,0.01,,
1995-06-06,61,68,49,0.00,,
1995-06-07,64,71,50,0.00,,
1995-06-08,65,72,52,0.23,,
1995-06-09,62,69,54,0.00,,
1995-06-10,60,64,49,0.00,,
1995-06-11,,62,50,0.25,,
1995-06-12,59,65,50,0.10,,
1995-06-13,56,61,48,0.05,,
1995-06-14,59,66,44,0.00,,
1995-06-15,62,68,47,0.00,,
1995-06-16,64,71,48,0.00,,
1995-06-17,69,77,52,0.06,,
1995-06-18,,71,58,0.13,,
1995-06-19,74,79,61,0.00,,
1995-06-20,79,89,62,0.00,,
1995-06-21,76,83,64,0.00,,
1995-06-22,69,73,63,0.00,,
1995-06-23,61,67,52,0.00,,
1995-06-24,63,68,52,0.00,,
1995-06-25,,77,50,0.00,,
1995-06-26,73,84,56,0.00,,
1995-06-27,77,85,61,0.00,,
1995-06-28,79,86,65,0.05,,
1995-06-29,77,85,61,0.00,,
1995-06-30,80,89,65,0.00,,
1995-07-01,78,89,69,0.09,,
1995-07-02,,87,64,0.25,,
1995-07-03,70,73,64,0.09,,
1995-07-04,68,72,60,0.01,,
1995-07-05,70,76,58,0.00,,
1995-07-06,72,78,57,0.00,,
1995-07-07,75,83,59,0.00,,
1995-07-08,80,89,64,0.00,,
1995-07-09,,92,66,0.00,,
1995-07-10,82,91,68,0.00,,
1995-07-11,74,81,69,0.02,,
1995-07-12,76,82,65,0.00,,
1995-07-13,81,90,65,0.00,,
1995-07-14,,80,67,0.03,,
1995-07-15,77,82,65,0.17,,
1995-07-16,,77,65,0.02,,
1995-07-17,73,79,58,0.00,,
1995-07-18,76,81,62,0.00,,
1995-07-19,81,89,63,0.00,,
1995-07-20,86,97,67,0.00,,
1995-07-21,88,98,74,0.00,,
1995-07-22,81,93,73,0.00,,
1995-07-23,,78,60,0.00,,
1995-07-24,74,82,58,0.00,,
1995-07-25,84,94,64,0.00,,
1995-07-26,87,94,74,0.02,,
1995-07-27,76,81,67,0.00,,
1995-07-28,77,81,63,0.00,,
1995-07-29,79,84,63,0.00,,
1995-07-30,,86,64,0.00,,
1995-07-31,81,89,65,0.07,,
1995-08-01,79,89,63,0.00,,
1995-08-02,83,91,67,0.00,,
1995-08-03,81,90,65,0.00,,
1995-08-04,81,92,64,0.00,,
1995-08-05,82,91,70,0.00,,
1995-08-06,,83,67,0.46,,
1995-08-07,70,75,62,0.04,,
1995-08-08,64,71,58,3.93,,
1995-08-09,68,72,60,0.00,,
1995-08-10,74,85,59,0.00,,
1995-08-11,76,77,67,0.00,,
1995-08-12,76,84,65,0.00,,
1995-08-13,,80,66,0.00,,
1995-08-14,73,79,60,0.00,,
1995-08-15,,78,60,0.00,,
1995-08-16,72,81,57,0.00,,
1995-08-17,72,79,58,0.00,,
1995-08-18,74,83,59,0.00,,
1995-08-19,76,85,61,0.00,,
1995-08-20,,83,62,0.09,,
1995-08-21,74,80,60,0.00,,
1995-08-22,73,81,61,0.00,,
1995-08-23,76,83,64,1.32,,
1995-08-24,68,76,63,0.22,,
1995-08-25,71,76,59,0.00,,
1995-08-26,72,76,65,0.00,,
1995-08-27,,74,56,0.24,,
1995-08-28,61,64,56,0.01,,
1995-08-29,62,66,51,0.00,,
1995-08-30,61,65,54,0.00,,
1995-08-31,61,68,46,0.00,,
1995-09-01,62,68,49,0.00,,
1995-09-02,64,69,47,0.00,,
1995-09-03,,71,51,0.00,,
1995-09-04,61,65,52,0.00,,
1995-09-05,62,71,46,0.00,,
1995-09-06,67,77,51,0.00,,
1995-09-07,63,69,56,0.86,,
1995-09-08,64,69,58,0.08,,
1995-09-09,64,72,54,0.00,,
1995-09-10,,78,52,0.23,,
1995-09-11,68,72,,0.54,,
1995-09-12,58,,57,2.56,,
1995-09-13,57,58,55,0.52,,
1995-09-14,60,65,47,0.00,,
1995-09-15,62,68,51,0.02,,
1995-09-16,62,69,56,0.13,,
1995-09-17,,73,51,0.05,,
1995-09-18,59,62,58,0.44,,
1995-09-19,61,68,56,0.18,,
1995-09-20,58,61,56,0.19,,
1995-09-21,58,61,52,0.02,,
1995-09-22,59,63,52,0.00,,
1995-09-23,60,68,47,0.00,,
1995-09-24,,69,49,0.28,,
1995-09-25,53,55,48,0.02,,
1995-09-26,56,62,46,0.00,,
1995-09-27,59,69,45,0.01,,
1995-09-28,58,60,52,0.00,,
1995-09-29,53,58,41,0.00,,
1995-09-30,52,62,37,0.00,,
1995-10-01,,71,51,0.00,,
1995-10-02,64,74,49,0.13,,
1995-10-03,67,70,62,0.00,,
1995-10-04,68,73,60,1.40,,
1995-10-05,59,59,58,1.78,,
1995-10-06,60,67,55,0.00,,
1995-10-07,67,75,53,0.00,,
1995-10-08,,74,55,0.00,,
1995-10-09,61,80,52,0.00,,
1995-10-10,,78,56,0.00,,
1995-10-11,,76,56,0.00,,
1995-10-12,65,76,56,0.00,,
1995-10-13,64,75,52,0.00,,
1995-10-14,64,71,55,0.00,,
1995-10-15,,66,55,0.03,,
1995-10-16,60,62,56,0.00,,
1995-10-17,60,73,46,0.00,,
1995-10-18,60,68,48,0.00,,
1995-10-19,63,69,58,0.00,,
1995-10-20,55,59,46,0.00,,
1995-10-21,53,57,49,0.00,,
1995-10-22,,68,42,0.00,,
1995-10-23,58,69,49,0.00,,
1995-10-24,60,69,47,0.00,,
1995-10-25,62,66,55,0.04,,
1995-10-26,62,69,50,0.00,,
1995-10-27,65,70,63,0.06,,
1995-10-28,62,72,52,0.50,,
1995-10-29,,64,56,0.03,,
1995-10-30,60,66,56,0.00,,
1995-10-31,59,62,51,0.00,,
1995-11-01,,52,49,0.00,,
1995-11-02,48,50,45,0.00,,
1995-11-03,47,52,40,0.00,,
1995-11-04,41,43,36,0.00,,
1995-11-05,,42,26,0.00,,
1995-11-06,35,40,25,0.00,,
1995-11-07,38,48,24,0.00,,
1995-11-08,41,48,29,0.00,,
1995-11-09,44,54,35,0.00,,
1995-11-10,58,62,41,0.02,,
1995-11-11,,71,54,0.00,,
1995-11-12,,70,50,0.46,,
1995-11-13,51,52,49,0.64,,
1995-11-14,51,54,45,0.00,,
1995-11-15,49,59,39,0.29,,
1995-11-16,58,60,52,0.08,,
1995-11-17,53,56,,0.20,,
1995-11-18,38,,34,0.00,,
1995-11-19,,40,26,0.00,,
1995-11-20,42,48,31,0.00,,
1995-11-21,44,53,32,0.00,,
1995-11-22,46,48,43,0.08,,
1995-11-23,47,47,43,0.00,,
1995-11-24,,53,45,0.00,,
1995-11-25,50,57,39,0.00,,
1995-11-26,,51,40,0.47,,
1995-11-27,42,44,39,0.43,,
1995-11-28,38,41,34,0.00,,
1995-11-29,40,44,36,0.00,,
1995-11-30,38,39,33,0.00,,
1995-12-01,38,42,29,0.01,,
1995-12-02,38,44,29,0.02,,
1995-12-03,,47,39,0.00,,
1995-12-04,40,42,,0.00,,
1995-12-05,,,32,0.00,,
1995-12-06,35,36,32,0.00,,
1995-12-07,,42,30,0.24,,
1995-12-08,,41,38,0.01,,
1995-12-09,39,45,33,0.00,,
1995-12-10,,34,31,0.00,,
1995-12-11,33,33,30,0.00,,
1995-12-12,,36,28,0.01,,
1995-12-13,,35,29,0.00,,
1995-12-14,31,32,29,0.07,,
1995-12-15,29,31,27,0.02,,
1995-12-16,,34,26,0.22,,
1995-12-17,,43,33,0.81,,
1995-12-18,40,42,35,0.01,,
1995-12-19,37,37,35,0.00,,
1995-12-20,39,48,29,0.00,,
1995-12-21,43,51,36,0.00,,
1995-12-22,55,58,40,0.04,,
1995-12-23,55,57,51,0.17,,
1995-12-24,,55,51,0.02,,
1995-12-25,,59,,0.01,,
1995-12-26,37,,34,0.31,,
1995-12-27,32,33,30,0.00,,
1995-12-28,29,34,27,0.28,,
1995-12-29,35,37,32,0.12,,
1995-12-30,42,45,32,0.38,,
1995-12-31,,49,38,0.13,,
1996-01-01,,53,39,0.20,,
1996-01-02,,51,,0.04,,
1996-01-03,40,,38,0.00,,
1996-01-04,41,47,35,0.00,,
1996-01-05,49,53,41,0.39,,
1996-01-06,46,51,41,0.24,,
1996-01-07,,53,46,0.13,,
1996-01-08,45,54,38,0.00,,
1996-01-09,55,58,42,0.06,,
1996-01-10,47,52,43,0.02,,
1996-01-11,51,56,44,0.01,,
1996-01-12,49,50,,0.50,,
1996-01-13,44,,41,0.00,,
1996-01-14,,48,37,0.00,,
1996-01-15,42,54,33,0.00,,
1996-01-16,36,37,33,0.00,,
1996-01-17,40,46,33,0.00,,
1996-01-18,38,51,26,0.00,,
1996-01-19,31,36,24,0.00,,
1996-01-20,36,47,25,0.00,,
1996-01-21,,50,34,0.00,,
1996-01-22,38,45,33,0.00,,
1996-01-23,43,48,36,0.02,,
1996-01-24,46,52,,0.02,,
1996-01-25,37,,35,0.02,,
1996-01-26,44,53,36,0.12,,
1996-01-27,45,55,,0.00,,
1996-01-28,,,32,0.06,,
1996-01-29,41,44,,0.00,,
1996-01-30,31,,29,0.00,,
1996-01-31,35,38,30,0.00,,
1996-02-01,38,46,31,0.01,,
1996-02-02,39,40,36,0.80,,
1996-02-03,40,40,,0.02,,
1996-02-04,,,32,0.00,,
1996-02-05,31,32,28,0.00,,
1996-02-06,31,34,21,0.37,,
1996-02-07,36,38,33,0.19,,
1996-02-08,36,36,32,0.02,,
1996-02-09,34,40,27,0.09,,
1996-02-10,43,51,32,0.00,,
1996-02-11,,49,38,0.07,,
1996-02-12,43,46,35,0.46,,
1996-02-13,42,44,37,0.09,,
1996-02-14,37,39,34,0.00,,
1996-02-15,36,37,31,0.00,,
1996-02-16,37,40,31,0.00,,
1996-02-17,41,44,36,0.00,,
1996-02-18,,51,35,0.09,,
1996-02-19,41,47,,0.13,,
1996-02-20,31,,28,0.00,,
1996-02-21,33,33,29,0.00,,
1996-02-22,27,29,24,0.00,,
1996-02-23,28,29,20,0.02,,
1996-02-24,36,44,23,0.00,,
1996-02-25,,54,32,0.00,,
1996-02-26,52,56,39,0.00,,
1996-02-27,45,47,40,0.02,,
1996-02-28,47,53,39,0.00,,
1996-02-29,45,49,40,0.00,,
1996-03-01,40,42,31,0.00,,
1996-03-02,41,45,32,0.00,,
1996-03-03,,43,28,0.00,,
1996-03-04,36,42,25,0.00,,
1996-03-05,37,44,26,0.00,,
1996-03-06,37,46,25,0.00,,
1996-03-07,40,42,33,0.00,,
1996-03-08,44,59,32,0.00,,
1996-03-09,49,59,41,0.00,,
1996-03-10,,52,33,0.00,,
1996-03-11,,49,28,0.00,,
1996-03-12,40,43,30,0.00,,
1996-03-13,44,58,28,0.00,,
1996-03-14,42,45,40,0.80,,
1996-03-15,45,48,40,0.01,,
1996-03-16,44,46,37,0.09,,
1996-03-17,,45,42,0.25,,
1996-03-18,45,46,41,0.00,,
1996-03-19,48,55,41,0.00,,
1996-03-20,48,55,40,0.00,,
1996-03-21,51,60,38,0.06,,
1996-03-22,55,63,48,0.01,,
1996-03-23,60,74,42,0.00,,
1996-03-24,,69,51,0.00,,
1996-03-25,64,73,54,0.00,,
1996-03-26,56,64,,0.24,,
1996-03-27,44,,40,0.09,,
1996-03-28,42,47,36,0.00,,
1996-03-29,43,49,33,0.00,,
1996-03-30,45,50,33,0.00,,
1996-03-31,,49,28,0.00,,
1996-04-01,38,41,35,0.69,,
1996-04-02,42,48,35,0.00,,
1996-04-03,39,45,31,0.00,,
1996-04-04,40,44,31,0.00,,
1996-04-05,42,60,29,0.00,,
1996-04-06,55,65,41,0.00,,
1996-04-07,57,67,44,0.00,,
1996-04-08,57,61,42,0.00,,
1996-04-09,51,56,43,0.00,,
1996-04-10,53,63,40,0.01,,
1996-04-11,56,62,49,0.00,,
1996-04-12,54,63,42,0.00,,
1996-04-13,52,58,43,0.03,,
1996-04-14,51,59,43,0.00,,
1996-04-15,,62,37,0.00,,
1996-04-16,,68,37,0.00,,
1996-04-17,,59,50,0.10,,
1996-04-18,,64,45,0.00,,
1996-04-19,,74,43,0.00,,
1996-04-20,,73,46,0.00,,
1996-04-21,,74,57,0.00,,
1996-04-22,,66,53,0.00,,
1996-04-23,,58,51,0.63,,
1996-04-24,,64,41,0.00,,
1996-04-25,,64,43,0.00,,
1996-04-26,,67,45,0.00,,
1996-04-27,,67,52,0.00,,
1996-04-28,,68,54,0.03,,
1996-04-29,,65,53,1.91,,
1996-04-30,,65,52,0.00,,
1996-05-01,,59,51,0.09,,
1996-05-02,,58,45,0.40,,
1996-05-03,,60,43,0.06,,
1996-05-04,,64,45,0.00,,
1996-05-05,,70,45,0.00,,
1996-05-06,,73,51,0.00,,
1996-05-07,,70,54,0.00,,
1996-05-08,,61,52,0.39,,
1996-05-09,,54,51,0.13,,
1996-05-10,,50,44,0.00,,
1996-05-11,,62,46,0.00,,
1996-05-12,,53,50,0.19,,
1996-05-13,50,53,47,0.00,,
1996-05-14,52,59,47,0.00,,
1996-05-15,60,66,51,0.00,,
1996-05-16,65,75,52,0.00,,
1996-05-17,63,71,53,0.00,,
1996-05-18,67,77,,0.87,,
1996-05-19,52,,50,0.31,,
1996-05-20,57,66,44,0.00,,
1996-05-21,58,66,48,0.07,,
1996-05-22,57,66,44,0.02,,
1996-05-23,,73,55,0.00,,
1996-05-24,68,81,53,0.05,,
1996-05-25,67,73,60,0.20,,
1996-05-26,68,72,56,0.05,,
1996-05-27,64,68,57,0.07,,
1996-05-28,59,64,54,0.00,,
1996-05-29,62,72,45,0.00,,
1996-05-30,70,81,52,0.00,,
1996-05-31,72,82,55,0.00,,
1996-06-01,63,66,59,0.53,,
1996-06-02,56,58,54,0.61,,
1996-06-03,60,65,54,0.00,,
1996-06-04,67,74,53,0.00,,
1996-06-05,71,82,56,0.00,,
1996-06-06,77,87,62,0.00,,
1996-06-07,79,87,64,0.00,,
1996-06-08,77,84,63,0.00,,
1996-06-09,74,81,61,0.00,,
1996-06-10,78,87,65,0.00,,
1996-06-11,79,88,65,0.00,,
1996-06-12,79,86,65,0.00,,
1996-06-13,69,76,59,0.00,,
1996-06-14,68,77,53,0.00,,
1996-06-15,69,78,54,0.00,,
1996-06-16,71,80,56,0.00,,
1996-06-17,74,84,57,0.00,,
1996-06-18,77,85,66,0.00,,
1996-06-19,78,86,64,0.00,,
1996-06-20,72,77,63,0.02,,
1996-06-21,65,72,58,0.61,,
1996-06-22,56,59,51,0.01,,
1996-06-23,57,63,48,0.13,,
1996-06-24,60,66,49,0.00,,
1996-06-25,59,65,51,0.00,,
1996-06-26,65,71,51,0.00,,
1996-06-27,68,76,52,0.00,,
1996-06-28,72,81,55,0.00,,
1996-06-29,73,78,62,0.00,,
1996-06-30,67,72,57,0.00,,
1996-07-01,66,71,60,0.00,,
1996-07-02,63,68,56,0.00,,
1996-07-03,65,79,49,0.00,,
1996-07-04,70,77,64,0.20,,
1996-07-05,65,70,59,1.43,,
1996-07-06,62,68,58,0.01,,
1996-07-07,55,56,53,2.39,,
1996-07-08,58,65,52,0.22,,
1996-07-09,63,71,51,0.00,,
